event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
PSE62294,2024-10-25,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Palestine),,Protesters,,,,Protesters only,,275,Middle East,Occupied Palestine,West Bank,Jenin,,Jenin,32.4594,35.3009,1,Quds News Network,National,"On 25 October 2024, a march was held in Jenin city (Jenin, West Bank) in support of Gaza, and against the ongoing Israeli attacks on north Gaza.",0,crowd size=no report,1730180197
PSE62296,2024-10-25,2024,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,External/Other forces,Civilians (Palestine),,Civilians,External/Other forces-Civilians,Civilian targeting,275,Middle East,Occupied Palestine,Gaza Strip,Gaza City,,Gaza - Ash Shati' Camp,31.5349,34.4466,2,Ma'an News Agency; Palestine News and Information Agency; Quds News Network,National,"On 25 October 2024, Israeli warplanes carried out strikes northwest of Gaza City, coded to Gaza - Ash Shati' Camp (Gaza City, Gaza Strip), killing 11 Palestinians. Also, warplanes struck a passing bus near al Khaldi mosque northwest of thew city, killing 5 persons. Total confirmed fatalities were 16.",16,,1759790002
PSE62297,2024-10-25,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Palestine),,Protesters,,,,Protesters only,,275,Middle East,Occupied Palestine,West Bank,Nablus,,Nablus,32.2211,35.2544,1,Quds News Network,National,"On 25 October 2024, a march was held in Nablus city (Nablus, West Bank) in support of Gaza, and against the ongoing Israeli crimes.",0,crowd size=no report,1730180197
PSE62298,2024-10-25,2024,1,Political violence,Riots,Mob violence,Rioters (Palestine),,Rioters,Military Forces of Israel (2022-),,External/Other forces,Rioters-External/Other forces,,275,Middle East,Occupied Palestine,West Bank,Nablus,,Salim,32.2096,35.3303,1,Quds News Network,National,"On 25 October 2024, Palestinian rioters clashed with Israeli forces in Salim (Nablus, West Bank). There were no casualties.",0,crowd size=no report,1753956638
PSE62300,2024-10-23,2024,1,Political violence,Riots,Mob violence,Rioters (Palestine),,Rioters,Military Forces of Israel (2022-),,External/Other forces,Rioters-External/Other forces,,275,Middle East,Occupied Palestine,West Bank,Tulkarm,,Zeita,32.3856,35.0512,1,PLO Negotiations Affairs Department,Other,"On 23 October 2024, Palestinian rioters clashed with Israeli forces that raided Zeita (Tulkarm, West Bank). Israeli forces fired tear gas canisters and stun grenades to disperse the rioters. There were no casualties.",0,crowd size=no report,1753956638
PSE46798,2024-02-04,2024,1,Political violence,Battles,Armed clash,Hamas Movement,,Political militia,Military Forces of Israel (2022-),,External/Other forces,Political militia-External/Other forces,,275,Middle East,Occupied Palestine,Gaza Strip,Khan Yunis,,Khan Yunis - Al Amal,31.3544,34.3007,1,Israeli Defense Forces; Quds News Network; Twitter,Other-New media,"On 4 February 2024, Palestinian militants (likely Hamas) exchanged fire with IDF troops in Khan Yunis - Al Amal (Khan Yunis, Gaza Strip) amid artillery shelling. Casualties unknown.",0,,1753955113
PSE61186,2024-10-10,2024,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Hezbollah,,Political militia,,,,Political militia only,,275,Middle East,Occupied Palestine,West Bank,Jenin,,Jenin,32.4594,35.3009,1,Haaretz,Regional,"On 10 October 2024, a missile launched by Hezbollah, from Lebanon, fell and exploded in an open area in Jenin (Jenin, West Bank). There were no casualties.",0,,1730758097
PSE60783,2024-09-28,2024,1,Strategic developments,Strategic developments,Disrupted weapons use,Military Forces of Israel (2022-),,External/Other forces,Hezbollah,,Political militia,Political militia-External/Other forces,,275,Middle East,Occupied Palestine,West Bank,Ramallah and Al Bireh,,Silwad,31.9763,35.2613,1,Newpress,National,"Interception: On 28 September 2024, the Israeli military Iron Dome missile defense system intercepted missiles launched by Hezbollah over Silwad (Ramallah and Al Bireh, West Bank).",0,,1754354914
PSE60713,2024-09-28,2024,1,Strategic developments,Strategic developments,Disrupted weapons use,Military Forces of Israel (2022-),,External/Other forces,Hezbollah,,Political militia,Political militia-External/Other forces,,275,Middle East,Occupied Palestine,West Bank,Ramallah and Al Bireh,,Tall Asur,31.9794,35.2794,1,Quds News Network,National,"Interception: On 28 September 2024, the Israeli military Iron Dome missile defense system intercepted missiles launched by Hezbollah over Tall Asur (Ramallah and Al Bireh, West Bank).",0,,1754354914
PSE56373,2024-07-22,2024,1,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Hamas Movement,PFLP: Popular Front for the Liberation of Palestine,Political militia,Military Forces of Israel (2022-),,External/Other forces,Political militia-External/Other forces,,275,Middle East,Occupied Palestine,Gaza Strip,Deir El Balah,,Al Burayj,31.4394,34.4031,2,Newpress,National,"On 22 July 2024, Hamas and PFLP militants launched mortar shells at Israeli forces east of Al Burayj (Deir El Balah, Gaza Strip). Casualties unknown.",0,,1753955132
